"marca_tiempo";"hora_solar";"acimut";"altura";"cenit";"radiacion_solar_global_horizontal";"radiacion_difusa";"radiacion_directa_horizontal";"radiacion_directa_perpendicular";"radiacion_directa_fachada";"radiacion_global_fachada"
"2021-09-16 12:30:00";"2021-09-16 11:30:25";-102,677609127941;82,3217771335913;7,67822286640867;1071,950928;100;971,950928;963,236468428258;0;100
"2021-09-16 12:35:00";"2021-09-16 11:35:25";-105,06488808708;83,5352881609164;6,46471183908357;481,5811768;100;381,5811768;379,154850331775;0;100
"2021-09-16 12:40:00";"2021-09-16 11:40:25";-108,554931802703;84,7321398597953;5,26786014020468;637,7315063;100;537,7315063;535,460320102663;0;100
"2021-09-16 12:45:00";"2021-09-16 11:45:25";-114,071639793413;85,8977238519164;4,10227614808361;403,0730896;100;303,0730896;302,296598710592;0;100
"2021-09-16 12:50:00";"2021-09-16 11:50:25";-123,790918461302;86,9954261837594;3,00457381624057;384,0323486;100;284,0323486;283,641904580067;0;100
"2021-09-16 12:55:00";"2021-09-16 11:55:25";-143,21318944682;87,915116721018;2,084883278982;396,1463623;100;296,1463623;295,950321388378;0;100
"2021-09-16 13:00:00";"2021-09-16 12:00:25";-179,999984775035;88,3307198857637;1,66928011423631;458,9350586;100;358,9350586;358,782734598898;0;100
"2021-09-16 13:05:00";"2021-09-16 12:05:25";143,21318944682;87,915116721018;2,084883278982;284,1390991;100;184,1390991;184,01720397837;0;100
"2021-09-16 13:10:00";"2021-09-16 12:10:25";123,790918461302;86,9954261837594;3,00457381624057;374,5788574;100;274,5788574;274,201408586862;0;100
"2021-09-16 13:15:00";"2021-09-16 12:15:25";114,071639793413;85,8977238519164;4,10227614808361;1137,716919;100;1037,716919;1035,05822787552;0;100
"2021-09-16 13:20:00";"2021-09-16 12:20:25";108,554931802703;84,7321398597953;5,26786014020468;1251,211304;100;1151,211304;1146,34899782446;2,65421492963946;102,654214929639
"2021-09-16 13:25:00";"2021-09-16 12:25:25";105,06488808708;83,5352881609164;6,46471183908357;1093,438965;100;993,438965;987,122072548545;9,56120788621383;109,561207886214
"2021-09-16 13:30:00";"2021-09-16 12:30:25";102,677609127941;82,3217771335913;7,67822286640867;1138,18103;100;1038,18103;1028,87275490765;17,5204999825667;117,520499982567
"2021-09-16 13:35:00";"2021-09-16 12:35:25";100,949674965699;81,0984180786103;8,90158192138967;1176,695068;100;1076,695068;1063,72691533338;25,8916799402363;125,891679940236
"2021-09-16 13:40:00";"2021-09-16 12:40:25";99,6451414259669;79,868778525143;10,1312214748571;483,619812;100;383,619812;377,638209880375;11,9400022297004;111,9400022297
"2021-09-16 13:45:00";"2021-09-16 12:45:25";98,6278578974179;78,6348975227316;11,3651024772684;507,660553;100;407,660553;399,666892641577;15,529647114548;115,529647114548
"2021-09-16 13:50:00";"2021-09-16 12:50:25";97,8140753905493;77,3980215795749;12,6019784204251;573,2424927;100;473,2424927;461,841716124882;21,2695700259492;121,269570025949
"2021-09-16 13:55:00";"2021-09-16 12:55:25";97,1495738679578;76,1589543051544;13,8410456948456;382,4367371;100;282,4367371;274,235663797633;14,5910213778254;114,591021377825
"2021-09-16 14:00:00";"2021-09-16 13:00:25";96,597755845472;74,9182365240381;15,0817634759619;448,0290527;100;348,0290527;336,041365045233;20,2666778913157;120,266677891316
"2021-09-16 14:05:00";"2021-09-16 13:05:25";96,1330501701342;73,6762453310762;16,3237546689238;981,6191406;100;881,6191406;846,080055530582;56,9938237101244;156,993823710124
"2021-09-16 14:10:00";"2021-09-16 13:10:25";95,7370631523233;72,4332515810575;17,5667484189425;1180,967529;100;1080,967529;1030,55767573995;76,6314571162785;176,631457116279
"2021-09-16 14:15:00";"2021-09-16 13:15:25";95,3962324214542;71,189454791413;18,810545208587;1193,146973;100;1093,146973;1034,76191832362;84,1238067042524;184,123806704252
"2021-09-16 14:20:00";"2021-09-16 13:20:25";95,1003424735295;69,9450051570891;20,0549948429109;970,7615967;100;870,7615967;817,962012045952;72,1233879579619;172,123387957962
"2021-09-16 14:25:00";"2021-09-16 13:25:25";94,8415547568347;68,700017899316;21,299982100684;635,8067627;100;535,8067627;499,206521292149;47,4177319335058;147,417731933506
"2021-09-16 14:30:00";"2021-09-16 13:30:25";94,6137559744559;67,4545828877092;22,5454171122908;695,600647;100;595,600647;550,082402101452;55,9596741611825;155,959674161183
"2021-09-16 14:35:00";"2021-09-16 13:35:25";94,4121093179979;66,2087712555298;23,7912287444702;709,7399902;100;609,7399902;557,92516067764;60,4799465111564;160,479946511156
"2021-09-16 14:40:00";"2021-09-16 13:40:25";94,2327386581398;64,9626400488954;25,0373599511046;911,8533325;100;811,8533325;735,565118355207;84,5890945533193;184,589094553319
"2021-09-16 14:45:00";"2021-09-16 13:45:25";94,072501960524;63,7162355588176;26,2837644411824;987,7778931;100;887,7778931;795,992263279283;96,7275590120697;196,72755901207
"2021-09-16 14:50:00";"2021-09-16 13:50:25";93,9288258760612;62,4695957514374;27,5304042485626;1010,323975;100;910,323975;807,244058201408;103,292308714653;203,292308714653
"2021-09-16 14:55:00";"2021-09-16 13:55:25";93,7995830886863;61,2227520687095;28,7772479312905;981,1630859;100;881,1630859;772,337607226296;103,733637387437;203,733637387437
"2021-09-16 15:00:00";"2021-09-16 14:00:25";93,6830000723966;59,9757307818086;30,0242692181914;926,1783447;100;826,1783447;715,316394997854;100,558310578767;200,558310578767
"2021-09-16 15:05:00";"2021-09-16 14:05:25";93,5775868196101;58,7285540216585;31,2714459783415;900,0490112;100;800,0490112;683,815996686805;100,354321457859;200,354321457859
"2021-09-16 15:10:00";"2021-09-16 14:10:25";93,4820826743834;57,48124057298;32,51875942702;846,0650635;100;746,0650635;629,093611616242;96,1512534037799;196,15125340378
"2021-09-16 15:15:00";"2021-09-16 14:15:25";93,3954141269784;56,2338064928238;33,7661935071762;843,0163574;100;743,0163574;617,678828907451;98,1057517881243;198,105751788124
"2021-09-16 15:20:00";"2021-09-16 14:20:25";93,3166616005408;54,9862655972409;35,0137344027591;396,7999878;100;296,7999878;243,083502046991;40,0406710896739;140,040671089674
"2021-09-16 15:25:00";"2021-09-16 14:25:25";93,2450330736177;53,7386298477683;36,2613701522317;126,1133728;100;26,1133728;21,055923947583;3,59021296321776;103,590212963218
"2021-09-16 15:30:00";"2021-09-16 14:30:25";93,1798429532486;52,4909096610062;37,5090903389939;93,14709473;93,14709473;0;0;0;93,14709473
"2021-09-16 15:35:00";"2021-09-16 14:35:25";93,1204950198252;51,2431141585834;38,7568858414166;95,96757507;95,96757507;0;0;0;95,96757507
"2021-09-16 15:40:00";"2021-09-16 14:40:25";93,0664685578415;49,9952513705061;40,0047486294939;109,9837036;100;9,9837036;7,6474287690761;1,43189051262359;101,431890512624
"2021-09-16 15:45:00";"2021-09-16 14:45:25";93,0173070002057;48,7473284017454;41,2526715982546;113;100;13;9,77351781331215;1,88231921176182;101,882319211762
"2021-09-16 15:50:00";"2021-09-16 14:50:25";92,9726085711563;47,4993515696123;42,5006484303877;138,7877502;100;38,7877502;28,5970326023225;5,6574867554119;105,657486755412
"2021-09-16 15:55:00";"2021-09-16 14:55:25";92,9320185299484;46,2513265177493;43,7486734822507;217,6570587;100;117,6570587;84,9931027513269;17,2500666283933;117,250066628393
"2021-09-16 16:00:00";"2021-09-16 15:00:25";92,8952227054837;45,0032583112769;44,9967416887231;212,7841797;100;112,7841797;79,7549934172566;16,5860423615816;116,586042361582
"2021-09-16 16:05:00";"2021-09-16 15:05:25";92,8619420787605;43,7551515166558;46,2448484833442;123;100;23;15,9062940322147;3,38556519681772;103,385565196818
"2021-09-16 16:10:00";"2021-09-16 15:10:25";92,8319282210044;42,5070102690808;47,4929897309192;103;100;3;2,02704123035847;0,441088090203537;100,441088090204
"2021-09-16 16:15:00";"2021-09-16 15:15:25";92,8049594346096;41,2588383296429;48,7411616703571;91,05593872;91,05593872;0;0;0;91,05593872
"2021-09-16 16:20:00";"2021-09-16 15:20:25";92,7808374744953;40,0106391340548;49,9893608659452;80,03236389;80,03236389;0;0;0;80,03236389
"2021-09-16 16:25:00";"2021-09-16 15:25:25";92,7593847512931;38,7624158343844;51,2375841656156;77,03262329;77,03262329;0;0;0;77,03262329
"2021-09-16 16:30:00";"2021-09-16 15:30:25";92,7404419365122;37,514171334965;52,485828665035;112,821312;100;12,821312;7,80763584066271;1,83747992620362;101,837479926204
"2021-09-16 16:35:00";"2021-09-16 15:35:25";92,7238659046541;36,2659083234395;53,7340916765606;303,9344788;100;203,9344788;120,634083566455;28,8854520997499;128,88545209975
"2021-09-16 16:40:00";"2021-09-16 15:40:25";92,7095279590543;35,0176292977176;54,9823707022824;492,0315552;100;392,0315552;224,958861046341;54,7578459293482;154,757845929348
"2021-09-16 16:45:00";"2021-09-16 15:45:25";92,6973122976808;33,7693365894916;56,2306634105084;464,0484924;100;364,0484924;202,356649994065;50,0305833725843;150,030583372584
"2021-09-16 16:50:00";"2021-09-16 15:50:25";92,6871146827318;32,5210323848425;57,4789676151575;427,2609558;100;327,2609558;175,938490150956;44,1475059732131;144,147505973213
"2021-09-16 16:55:00";"2021-09-16 15:55:25";92,6788412840335;31,2727187423799;58,7272812576202;198,2753296;100;98,2753296;51,0159229805923;12,9819941999391;112,981994199939
"2021-09-16 17:00:00";"2021-09-16 16:00:25";92,6724076712504;30,024397609286;59,975602390714;209;100;109;54,5401909589005;14,0642201887923;114,064220188792
"2021-09-16 17:05:00";"2021-09-16 16:05:25";92,6677379340151;28,7760708355752;61,2239291644248;188,2596588;100;88,2596588;42,4871096516063;11,0943433712994;111,094343371299
"2021-09-16 17:10:00";"2021-09-16 16:10:25";92,6647639124452;27,5277401868291;62,4722598131709;106,4526672;100;6,45266719999999;2,982280899441;0,788004690906583;100,788004690907
"2021-09-16 17:15:00";"2021-09-16 16:15:25";92,6634245232893;26,2794073556332;63,7205926443668;270,0097351;100;170,0097351;75,2716328142814;20,1115500913139;120,111550091314
"2021-09-16 17:20:00";"2021-09-16 16:20:25";92,6636651692407;25,0310739718996;64,9689260281004;306,4605408;100;206,4605408;87,355463540802;23,5854088373817;123,585408837382
"2021-09-16 17:25:00";"2021-09-16 16:25:25";92,6654372208654;23,7827416122429;66,2172583877571;293,1299744;100;193,1299744;77,8834625579061;21,2348588698994;121,234858869899
"2021-09-16 17:30:00";"2021-09-16 16:30:25";92,6686975621911;22,5344118085435;67,4655881914565;231,1130524;100;131,1130524;50,2475360678944;13,8257055268441;113,825705526844
"2021-09-16 17:35:00";"2021-09-16 16:35:25";92,6734081923403;21,2860860558232;68,7139139441768;224,0487823;100;124,0487823;45,0328047300986;12,4966323380036;112,496632338004
"2021-09-16 17:40:00";"2021-09-16 16:40:25";92,6795358767179;20,0377658195353;69,9622341804647;218,021759;100;118,021759;40,4389112999105;11,310529861539;111,310529861539
"2021-09-16 17:45:00";"2021-09-16 16:45:25";92,687051842223;18,7894525423622;71,2105474576378;190,0163269;100;90,0163269;28,993486836264;8,16838144927205;108,168381449272
"2021-09-16 17:50:00";"2021-09-16 16:50:25";92,6959315117601;17,5411476506012;72,4588523493988;163,1622925;100;63,1622925;19,0365240861033;5,39898301853514;105,398983018535
"2021-09-16 17:55:00";"2021-09-16 16:55:25";92,706154274022;16,2928525602115;73,7071474397885;143,0326843;100;43,0326843;12,0726893859811;3,44474816305493;103,444748163055
"2021-09-16 18:00:00";"2021-09-16 17:00:25";92,7177032851106;15,0445686825857;74,9554313174143;122,1624527;100;22,1624527;5,75271519843808;1,65043793719243;101,650437937192
"2021-09-16 18:05:00";"2021-09-16 17:05:25";92,7305652990751;13,7962974301058;76,2037025698942;97,08180237;97,08180237;0;0;0;97,08180237
"2021-09-16 18:10:00";"2021-09-16 17:10:25";92,7447305248928;12,5480402215362;77,4519597784638;65,03249359;65,03249359;0;0;0;65,03249359
"2021-09-16 18:15:00";"2021-09-16 17:15:25";92,7601925078081;11,2997984873045;78,7002015126955;53,08180237;53,08180237;0;0;0;53,08180237
"2021-09-16 18:20:00";"2021-09-16 17:20:25";92,7769480332892;10,0515736747157;79,9484263252843;24,01629448;24,01629448;0;0;0;24,01629448
"2021-09-16 18:25:00";"2021-09-16 17:25:25";92,7949970521658;8,80336725314445;81,1966327468556;19,99975014;19,99975014;0;0;0;19,99975014
"2021-09-16 18:30:00";"2021-09-16 17:30:25";92,8143426257876;7,55518071924893;82,4448192807511;16,01629448;16,01629448;0;0;0;16,01629448
"2021-09-16 18:35:00";"2021-09-16 17:35:25";92,8349908902898;6,30701560224581;83,6929843977542;11,99975014;11,99975014;0;0;0;11,99975014
"2021-09-16 18:40:00";"2021-09-16 17:40:25";92,8569510392825;5,05887346929001;84,94112653071;9,016310692;9,016310692;0;0;0;9,016310692
"2021-09-16 18:45:00";"2021-09-16 17:45:25";92,8802353244924;3,81075593099958;86,1892440690004;7;7;0;0;0;7
"2021-09-16 18:50:00";"2021-09-16 17:50:25";92,9048590740882;2,56266464716765;87,4373353528323;4,499912739;4,499912739;0;0;0;4,499912739
"2021-09-16 18:55:00";"2021-09-16 17:55:25";92,9308407286148;1,31460133270631;88,6853986672937;3;3;0;0;0;3
"2021-09-16 19:00:00";"2021-09-16 18:00:25";92,9582018946517;0,0665677638670799;89,9334322361329;1,499925017;1,499925017;0;0;0;1,499925017
"2021-09-16 19:05:00";"2021-09-16 18:05:25";92,9869674164987;0;90;0;0;0;0;0;0
"2021-09-16 19:10:00";"2021-09-16 18:10:25";93,0171654663856;0;90;0;0;0;0;0;0
"2021-09-16 19:15:00";"2021-09-16 18:15:25";93,0488276538983;0;90;0;0;0;0;0;0
"2021-09-16 19:20:00";"2021-09-16 18:20:25";93,0819891555204;0;90;0;0;0;0;0;0
"2021-09-16 19:25:00";"2021-09-16 18:25:25";93,1166888654088;0;90;0;0;0;0;0;0
"2021-09-16 19:30:00";"2021-09-16 18:30:25";93,1529695687565;0;90;0;0;0;0;0;0
"2021-09-16 19:35:00";"2021-09-16 18:35:25";93,1908781393523;0;90;0;0;0;0;0;0
"2021-09-16 19:40:00";"2021-09-16 18:40:25";93,2304657632291;0;90;0;0;0;0;0;0
"2021-09-16 19:45:00";"2021-09-16 18:45:25";93,2717881906017;0;90;0;0;0;0;0;0
"2021-09-16 19:50:00";"2021-09-16 18:50:25";93,3149060186496;0;90;0;0;0;0;0;0
"2021-09-16 19:55:00";"2021-09-16 18:55:25";93,3598850080846;0;90;0;0;0;0;0;0
"2021-09-16 20:00:00";"2021-09-16 19:00:25";93,4067964368942;0;90;0;0;0;0;0;0
"2021-09-16 20:05:00";"2021-09-16 19:05:25";93,4557174951516;0;90;0;0;0;0;0;0
"2021-09-16 20:10:00";"2021-09-16 19:10:25";93,5067317253649;0;90;0;0;0;0;0;0
"2021-09-16 20:15:00";"2021-09-16 19:15:25";93,5599295134954;0;90;0;0;0;0;0;0
"2021-09-16 20:20:00";"2021-09-16 19:20:25";93,6154086365432;0;90;0;0;0;0;0;0
"2021-09-16 20:25:00";"2021-09-16 19:25:25";93,6732748734797;0;90;0;0;0;0;0;0
"2021-09-16 20:30:00";"2021-09-16 19:30:25";93,7336426873302;0;90;0;0;0;0;0;0
"2021-09-16 20:35:00";"2021-09-16 19:35:25";93,7966359874054;0;90;0;0;0;0;0;0
"2021-09-16 20:40:00";"2021-09-16 19:40:25";93,8623889820745;0;90;0;0;0;0;0;0
"2021-09-16 20:45:00";"2021-09-16 19:45:25";93,9310471341076;0;90;0;0;0;0;0;0
"2021-09-16 20:50:00";"2021-09-16 19:50:25";94,0027682325351;0;90;0;0;0;0;0;0
"2021-09-16 20:55:00";"2021-09-16 19:55:25";94,0777235972438;0;90;0;0;0;0;0;0
"2021-09-16 21:00:00";"2021-09-16 20:00:25";94,1560994352112;0;90;0;0;0;0;0;0
"2021-09-16 21:05:00";"2021-09-16 20:05:25";94,238098370467;0;90;0;0;0;0;0;0
"2021-09-16 21:10:00";"2021-09-16 20:10:25";94,3239411736756;0;90;0;0;0;0;0;0
"2021-09-16 21:15:00";"2021-09-16 20:15:25";94,4138687217731;0;90;0;0;0;0;0;0
"2021-09-16 21:20:00";"2021-09-16 20:20:25";94,5081442235538;0;90;0;0;0;0;0;0
"2021-09-16 21:25:00";"2021-09-16 20:25:25";94,607055753675;0;90;0;0;0;0;0;0
"2021-09-16 21:30:00";"2021-09-16 20:30:25";94,7109191455039;0;90;0;0;0;0;0;0
"2021-09-16 21:35:00";"2021-09-16 20:35:25";94,820081302897;0;90;0;0;0;0;0;0
"2021-09-16 21:40:00";"2021-09-16 20:40:25";94,9349240027905;0;90;0;0;0;0;0;0
"2021-09-16 21:45:00";"2021-09-16 20:45:25";95,0558682749269;0;90;0;0;0;0;0;0
"2021-09-16 21:50:00";"2021-09-16 20:50:25";95,1833794628323;0;90;0;0;0;0;0;0
"2021-09-16 21:55:00";"2021-09-16 20:55:25";95,3179730921539;0;90;0;0;0;0;0;0
"2021-09-16 22:00:00";"2021-09-16 21:00:25";95,460221699823;0;90;0;0;0;0;0;0
"2021-09-16 22:05:00";"2021-09-16 21:05:25";95,6107628116941;0;90;0;0;0;0;0;0
"2021-09-16 22:10:00";"2021-09-16 21:10:25";95,7703082992709;0;90;0;0;0;0;0;0
"2021-09-16 22:15:00";"2021-09-16 21:15:25";95,9396554004425;0;90;0;0;0;0;0;0
"2021-09-16 22:20:00";"2021-09-16 21:20:25";96,119699758216;0;90;0;0;0;0;0;0
"2021-09-16 22:25:00";"2021-09-16 21:25:25";96,3114509198408;0;90;0;0;0;0;0;0
"2021-09-16 22:30:00";"2021-09-16 21:30:25";96,5160508526286;0;90;0;0;0;0;0;0
"2021-09-16 22:35:00";"2021-09-16 21:35:25";96,7347961806126;0;90;0;0;0;0;0;0
"2021-09-16 22:40:00";"2021-09-16 21:40:25";96,9691650394783;0;90;0;0;0;0;0;0
"2021-09-16 22:45:00";"2021-09-16 21:45:25";97,2208497019247;0;90;0;0;0;0;0;0
"2021-09-16 22:50:00";"2021-09-16 21:50:25";97,4917964641224;0;90;0;0;0;0;0;0
"2021-09-16 22:55:00";"2021-09-16 21:55:25";97,7842547377437;0;90;0;0;0;0;0;0
"2021-09-16 23:00:00";"2021-09-16 22:00:25";98,1008379061546;0;90;0;0;0;0;0;0
"2021-09-16 23:05:00";"2021-09-16 22:05:25";98,4445993426571;0;90;0;0;0;0;0;0
"2021-09-16 23:10:00";"2021-09-16 22:10:25";98,819128147818;0;90;0;0;0;0;0;0
"2021-09-16 23:15:00";"2021-09-16 22:15:25";99,2286707817544;0;90;0;0;0;0;0;0
"2021-09-16 23:20:00";"2021-09-16 22:20:25";99,6782870549182;0;90;0;0;0;0;0;0
"2021-09-16 23:25:00";"2021-09-16 22:25:25";100,174052214565;0;90;0;0;0;0;0;0
"2021-09-16 23:30:00";"2021-09-16 22:30:25";100,723321611321;0;90;0;0;0;0;0;0
"2021-09-16 23:35:00";"2021-09-16 22:35:25";101,33508141182;0;90;0;0;0;0;0;0
"2021-09-16 23:40:00";"2021-09-16 22:40:25";102,020419244048;0;90;0;0;0;0;0;0
"2021-09-16 23:45:00";"2021-09-16 22:45:25";102,793164458922;0;90;0;0;0;0;0;0
"2021-09-16 23:50:00";"2021-09-16 22:50:25";103,670772025694;0;90;0;0;0;0;0;0
"2021-09-16 23:55:00";"2021-09-16 22:55:25";104,675562179654;0;90;0;0;0;0;0;0
"2021-09-17 00:00:00";"2021-09-16 23:00:47";105,836488556552;0;90;0;0;0;0;0;0
"2021-09-17 00:05:00";"2021-09-16 23:05:47";107,191705397523;0;90;0;0;0;0;0;0
"2021-09-17 00:10:00";"2021-09-16 23:10:47";108,792364114017;0;90;0;0;0;0;0;0
"2021-09-17 00:15:00";"2021-09-16 23:15:47";110,708331017437;0;90;0;0;0;0;0;0
"2021-09-17 00:20:00";"2021-09-16 23:20:47";113,036940293628;0;90;0;0;0;0;0;0
"2021-09-17 00:25:00";"2021-09-16 23:25:47";115,916541073814;0;90;0;0;0;0;0;0
"2021-09-17 00:30:00";"2021-09-16 23:30:47";119,547414612923;0;90;0;0;0;0;0;0
"2021-09-17 00:35:00";"2021-09-16 23:35:47";124,222944713184;0;90;0;0;0;0;0;0
"2021-09-17 00:40:00";"2021-09-16 23:40:47";130,370393807937;0;90;0;0;0;0;0;0
"2021-09-17 00:45:00";"2021-09-16 23:45:47";138,580797746247;0;90;0;0;0;0;0;0
"2021-09-17 00:50:00";"2021-09-16 23:50:47";149,537492395716;0;90;0;0;0;0;0;0
"2021-09-17 00:55:00";"2021-09-16 23:55:47";163,61200921418;0;90;0;0;0;0;0;0
"2021-09-17 01:00:00";"2021-09-17 00:00:47";-180;0;90;0;0;0;0;0;0
"2021-09-17 01:05:00";"2021-09-17 00:05:47";-162,076088795697;0;90;0;0;0;0;0;0
"2021-09-17 01:10:00";"2021-09-17 00:10:47";-147,100993828203;0;90;0;0;0;0;0;0
"2021-09-17 01:15:00";"2021-09-17 00:15:47";-135,861921959882;0;90;0;0;0;0;0;0
"2021-09-17 01:20:00";"2021-09-17 00:20:47";-127,700837149138;0;90;0;0;0;0;0;0
"2021-09-17 01:25:00";"2021-09-17 00:25:47";-121,729693572324;0;90;0;0;0;0;0;0
"2021-09-17 01:30:00";"2021-09-17 00:30:47";-117,2608703163;0;90;0;0;0;0;0;0
"2021-09-17 01:35:00";"2021-09-17 00:35:47";-113,829296932744;0;90;0;0;0;0;0;0
"2021-09-17 01:40:00";"2021-09-17 00:40:47";-111,129317937221;0;90;0;0;0;0;0;0
"2021-09-17 01:45:00";"2021-09-17 00:45:47";-108,958463574478;0;90;0;0;0;0;0;0
"2021-09-17 01:50:00";"2021-09-17 00:50:47";-107,179834563731;0;90;0;0;0;0;0;0
"2021-09-17 01:55:00";"2021-09-17 00:55:47";-105,698613901242;0;90;0;0;0;0;0;0
"2021-09-17 02:00:00";"2021-09-17 01:00:47";-104,4475381742;0;90;0;0;0;0;0;0
"2021-09-17 02:05:00";"2021-09-17 01:05:47";-103,37780462311;0;90;0;0;0;0;0;0
"2021-09-17 02:10:00";"2021-09-17 01:10:47";-102,453267586216;0;90;0;0;0;0;0;0
"2021-09-17 02:15:00";"2021-09-17 01:15:47";-101,6466518597;0;90;0;0;0;0;0;0
"2021-09-17 02:20:00";"2021-09-17 01:20:47";-100,937026750329;0;90;0;0;0;0;0;0
"2021-09-17 02:25:00";"2021-09-17 01:25:47";-100,308084982415;0;90;0;0;0;0;0;0
"2021-09-17 02:30:00";"2021-09-17 01:30:47";-99,7469464629629;0;90;0;0;0;0;0;0
"2021-09-17 02:35:00";"2021-09-17 01:35:47";-99,2433113839052;0;90;0;0;0;0;0;0
"2021-09-17 02:40:00";"2021-09-17 01:40:47";-98,788850368421;0;90;0;0;0;0;0;0
"2021-09-17 02:45:00";"2021-09-17 01:45:47";-98,3767583912777;0;90;0;0;0;0;0;0
"2021-09-17 02:50:00";"2021-09-17 01:50:47";-98,0014237632449;0;90;0;0;0;0;0;0
"2021-09-17 02:55:00";"2021-09-17 01:55:47";-97,6581792231942;0;90;0;0;0;0;0;0
"2021-09-17 03:00:00";"2021-09-17 02:00:47";-97,3431124706059;0;90;0;0;0;0;0;0
"2021-09-17 03:05:00";"2021-09-17 02:05:47";-97,0529203071265;0;90;0;0;0;0;0;0
"2021-09-17 03:10:00";"2021-09-17 02:10:47";-96,7847951710247;0;90;0;0;0;0;0;0
"2021-09-17 03:15:00";"2021-09-17 02:15:47";-96,536336011595;0;90;0;0;0;0;0;0
"2021-09-17 03:20:00";"2021-09-17 02:20:47";-96,3054776493841;0;90;0;0;0;0;0;0
"2021-09-17 03:25:00";"2021-09-17 02:25:47";-96,0904343169048;0;90;0;0;0;0;0;0
"2021-09-17 03:30:00";"2021-09-17 02:30:47";-95,8896541790218;0;90;0;0;0;0;0;0
"2021-09-17 03:35:00";"2021-09-17 02:35:47";-95,7017824290745;0;90;0;0;0;0;0;0
"2021-09-17 03:40:00";"2021-09-17 02:40:47";-95,5256311380321;0;90;0;0;0;0;0;0
"2021-09-17 03:45:00";"2021-09-17 02:45:47";-95,3601544622728;0;90;0;0;0;0;0;0
"2021-09-17 03:50:00";"2021-09-17 02:50:47";-95,2044281342415;0;90;0;0;0;0;0;0
"2021-09-17 03:55:00";"2021-09-17 02:55:47";-95,0576323994877;0;90;0;0;0;0;0;0
"2021-09-17 04:00:00";"2021-09-17 03:00:47";-94,9190377447597;0;90;0;0;0;0;0;0
"2021-09-17 04:05:00";"2021-09-17 03:05:47";-94,7879929001336;0;90;0;0;0;0;0;0
"2021-09-17 04:10:00";"2021-09-17 03:10:47";-94,6639147045518;0;90;0;0;0;0;0;0
"2021-09-17 04:15:00";"2021-09-17 03:15:47";-94,5462795065769;0;90;0;0;0;0;0;0
"2021-09-17 04:20:00";"2021-09-17 03:20:47";-94,4346158364879;0;90;0;0;0;0;0;0
"2021-09-17 04:25:00";"2021-09-17 03:25:47";-94,328498136347;0;90;0;0;0;0;0;0
"2021-09-17 04:30:00";"2021-09-17 03:30:47";-94,2275413745723;0;90;0;0;0;0;0;0
"2021-09-17 04:35:00";"2021-09-17 03:35:47";-94,1313964032726;0;90;0;0;0;0;0;0
"2021-09-17 04:40:00";"2021-09-17 03:40:47";-94,0397459419492;0;90;0;0;0;0;0;0
"2021-09-17 04:45:00";"2021-09-17 03:45:47";-93,9523010915456;0;90;0;0;0;0;0;0
"2021-09-17 04:50:00";"2021-09-17 03:50:47";-93,8687982992781;0;90;0;0;0;0;0;0
"2021-09-17 04:55:00";"2021-09-17 03:55:47";-93,7889967080388;0;90;0;0;0;0;0;0
"2021-09-17 05:00:00";"2021-09-17 04:00:47";-93,7126758350492;0;90;0;0;0;0;0;0
"2021-09-17 05:05:00";"2021-09-17 04:05:47";-93,6396335333682;0;90;0;0;0;0;0;0
"2021-09-17 05:10:00";"2021-09-17 04:10:47";-93,5696841971926;0;90;0;0;0;0;0;0
"2021-09-17 05:15:00";"2021-09-17 04:15:47";-93,5026571779533;0;90;0;0;0;0;0;0
"2021-09-17 05:20:00";"2021-09-17 04:20:47";-93,4383953832349;0;90;0;0;0;0;0;0
"2021-09-17 05:25:00";"2021-09-17 04:25:47";-93,3767540347349;0;90;0;0;0;0;0;0
"2021-09-17 05:30:00";"2021-09-17 04:30:47";-93,3175995649715;0;90;0;0;0;0;0;0
"2021-09-17 05:35:00";"2021-09-17 04:35:47";-93,2608086353869;0;90;0;0;0;0;0;0
"2021-09-17 05:40:00";"2021-09-17 04:40:47";-93,2062672609549;0;90;0;0;0;0;0;0
"2021-09-17 05:45:00";"2021-09-17 04:45:47";-93,1538700284905;0;90;0;0;0;0;0;0
"2021-09-17 05:50:00";"2021-09-17 04:50:47";-93,1035193976205;0;90;0;0;0;0;0;0
"2021-09-17 05:55:00";"2021-09-17 04:55:47";-93,0551250748756;0;90;0;0;0;0;0;0
"2021-09-17 06:00:00";"2021-09-17 05:00:47";-93,0086034526445;0;90;0;0;0;0;0;0
"2021-09-17 06:05:00";"2021-09-17 05:05:47";-92,9638771058221;0;90;0;0;0;0;0;0
"2021-09-17 06:10:00";"2021-09-17 05:10:47";-92,9208743399238;0;90;0;0;0;0;0;0
"2021-09-17 06:15:00";"2021-09-17 05:15:47";-92,8795287852479;0;90;0;0;0;0;0;0
"2021-09-17 06:20:00";"2021-09-17 05:20:47";-92,8397790323614;0;90;0;0;0;0;0;0
"2021-09-17 06:25:00";"2021-09-17 05:25:47";-92,8015683047949;0;90;0;0;0;0;0;0
"2021-09-17 06:30:00";"2021-09-17 05:30:47";-92,7648441653548;0;90;0;0;0;0;0;0
"2021-09-17 06:35:00";"2021-09-17 05:35:47";-92,7295582529218;0;90;0;0;0;0;0;0
"2021-09-17 06:40:00";"2021-09-17 05:40:47";-92,6956660470093;0;90;0;0;0;0;0;0
