timestamp;voc [ppb];sound_pressure_level [dba];indoor_relative_humidity [%];air_temperature [Celsius];illuminance [lux];pm2.5 [mu_g/m3];indoor_co2 [ppm];wifi_connected_devices [number];ceiling_fan_energy [kWh];lighting_energy [kWh];plug_load_energy [kWh];chilled_water_energy [kWh];ahu_fan_energy [kWh];supply_air_flow [CMH];damper_position [%];temp_setpoint [Celsius];cooling_coil_valve_position [%];cooling_coil_valve_command [%];ahu_fan_speed [Hz];offcoil_air_temp [Celsius];offcoil_temp_setpoint [Celsius];pressure_across_filter [Pa];supply_air_humidity [%];supply_air_pressure [Pa];supply_air_temperature [Celsius];baromatic_pressure [hPa];dry_bulb_temp [Celsius];global_horizontal_solar_radiation [W/m2];wind_direction [Degree];wind_speed [m/s];outdoor_co2 [ppm];outdoor_relative_humidity [%];occupant_presence [binary];occupant_count [number]
2021-09-07 02:50 +08:00;20;57,86000061;59,41466522;26,81666756;128,1766663;4,099999905;471,9666748;1;0,00293;0,0012207;0,047851;0;0,01464;0;100;25;1,611046553;0;0;24,77640343;16,5;0;93,08337402;0;26,15772247;1004,299988;26,5;0,98365587;119,4642639;0,100000001;463,3056946;98,80000305;0;0
2021-09-07 02:55 +08:00;20;58,15861893;59,49965668;26,84827614;127,3241348;3,965517282;470,1724243;1;0,002929;0,0012817;0,048828;0;0,01563;0;100;25;1,611046553;0;0;24,77640343;16,5;0;93,08337402;0;26,2687912;1004,10321;26,5;0;117,4000015;0,100000001;463,892334;99,19675446;0;0
2021-09-07 03:00 +08:00;20;58,77931213;59,5241394;26,86137962;129,6758575;4,379310131;465;1;0,00293;0,0012207;0,047852;0;0,01465;0;100;25;1,611046553;0;0;24,77640343;16,5;0;93,08337402;0;26,03961945;1004,200012;26,5;0,983848751;116,0141602;0,230000004;463,8858032;99,30000305;0;0
2021-09-07 03:05 +08:00;20;61,35861969;59,62482834;26,85586166;126,396553;4,034482956;464,2758484;1;0,00293;0,0012207;0,045898;0;0,01562;0;100;25;1,611046553;0;0;24,77640343;16,5;0;93,08337402;0;26,03961945;1004,200012;26,5;0;115,1472092;0,244329512;464,4822693;99,5;0;0
2021-09-07 03:10 +08:00;20;59,41666794;59,48333359;26,8686676;122,7166672;4,133333206;465,3999939;1;0,002929;0,0012818;0,045899;0;0,01465;0;100;25;1,611046553;0;0;24,77640343;16,5;0;93,08337402;0;26,03961945;1004,200012;26,60000038;0;79,99819946;0,219999999;463,7118225;99,29998016;0;0
2021-09-07 03:15 +08:00;20;59,86333466;59,125;26,89366722;122,4599991;4,066666603;470,7999878;2;0,00293;0,0012207;0,045898;0;0,01563;0;100;25;1,611046553;0;0;24,77640343;16,5;0;93,08337402;0;26,03961945;1004,099976;26,60000038;0;266,3431396;0,413657755;463,508728;99;0;0
2021-09-07 03:20 +08:00;20;60,2266655;58,96966553;26,88933372;130,4600067;3,833333254;474,1666565;1;0,00293;0,0012817;0,045899;0;0,01464;8,446974;100;25;1,611046553;0;0;24,77640343;16,5;0;93,08337402;0;26,14281082;1004,099976;26,70000076;1,983770967;308,8464966;0,319026262;463,892334;97,90324402;0;0
2021-09-07 03:25 +08:00;20;59,56999969;58,87166595;26,91433334;134,2866669;3,900000095;477,1666565;1;0,00293;0,0012207;0,045898;0;0,01563;0;100;25;1,611046553;0;0;24,77640343;16,5;0;93,08337402;0;26,25242043;1004,099976;26,70000076;1,999950171;266,5005188;0,779994488;464,0791321;97,80000305;0;0
2021-09-07 03:30 +08:00;20;59,92666626;58,71500015;26,93233299;137,1033325;3,766666651;481,2666626;1;0,002929;0,0012817;0,045899;0;0,01562;18,88798;100;25;1,611046553;0;0;24,77640343;16,5;0;93,08337402;0;26,25242043;1004,099976;26,70000076;0;267,0032654;0,620487869;463,9053345;97,70162201;0;0
2021-09-07 03:35 +08:00;20;59,60666656;58,61933517;26,93733406;122,3499985;3,766666651;486,9333191;1;0,002686;0,0012207;0,044921;0;0,01465;8,446974;100;25;1,611046553;0;0;24,77640343;16,5;0;93,08337402;0;26,14881516;1004,099976;26,70000076;0;298,53479;0,566386998;465,4621277;98,29508972;0;0
2021-09-07 03:40 +08:00;20;60,7733345;58,5423317;26,95633316;85,58999634;3,900000095;489,3333435;2;0,002929;0,0012208;0,045899;0;0,01563;18,88798;100;25;1,611046553;0;0;24,77640343;16,5;0;93,08337402;0;26,14881516;1004,099976;26,70000076;0,016278343;297,1235046;0,738697767;463,8988342;98,5;0;0
2021-09-07 03:45 +08:00;20;61,79999924;58,45666504;26,93700027;84,73999786;4,133333206;495,9666748;2;0,00293;0,0012817;0,045898;0;0,01465;8,446974;100;25;1,611046553;0;0;24,92836761;16,5;0;93,08337402;0;26,26989365;1003,900024;26,60000038;0;258,7902832;1,106443167;464,8851624;99,49676514;0;0
2021-09-07 03:50 +08:00;20;59,56428528;58,32749939;26,87928581;93,80714417;3,642857075;505,9285583;1;0,00293;0,0012207;0,045899;0;0,01562;14,63057;100;25;1,611046553;0;0;24,62446976;16,5;0;93,08337402;0;26,17012215;1003,900024;26,5;0;284,6971741;0,639980972;463,1122437;99,99999237;0;0
2021-09-07 03:55 +08:00;20;61,96551895;58,15137863;26,88138008;111,6482773;3,448275805;516,3793335;1;0,00293;0,0012817;0,045898;0;0,01465;0;100;25;1,611046553;0;0;24,77640343;16,5;0;93,08337402;0;26,16846275;1003,900024;26,5;0,016245576;310,1704102;0,231949478;463,8858337;99,80000305;0;0
2021-09-07 04:00 +08:00;20;60,88999939;58,25099945;26,83833313;127,0599976;3,599999905;517,2666626;1;0,002929;0,0012207;0,045899;0;0,01562;0;100;25;1,611046553;0;0;24,77640343;16,5;0;93,08337402;0;26,16846275;1003,801575;26,5;0;301,5343018;0,106447503;462,9024658;99,99677277;0;0
2021-09-07 04:05 +08:00;20;59,13999939;58,25366592;26,86833382;133,6166687;3,233333349;517,8666382;2;0,00293;0,0011597;0,045898;0;0,01563;0;100;25;1,611046553;0;0;24,77640343;16,5;0;93,08337402;0;26,16846275;1003,799988;26,5;0,999866724;199,2739716;0,329978704;463,4957275;100;0;0
2021-09-07 04:10 +08:00;20;60,5233345;58,45666504;26,83799934;133,0666656;3,066666603;516,9333496;1;0,002685;0,0011597;0,046875;0;0,01562;0;100;25;1,611046553;0;0;24,92590714;16,5;0;93,08337402;0;26,16846275;1003,900024;26,5;0;21,63444138;0,040021986;463,2990723;100;0;0
2021-09-07 04:15 +08:00;20;61,72333145;58,79999924;26,85566711;127,4199982;3,166666746;516,2000122;1;0,00293;0,0012207;0,045899;0;0,01563;0;100;25;1,611046553;0;0;24,92836761;16,5;0;93,08337402;0;26,27095222;1003,900024;26,5;0;5,041356087;0,533632219;463,0893555;100;0;0
2021-09-07 04:20 +08:00;20;58,50666809;58,86999893;26,83099937;135,9133301;2,700000048;520,166687;1;0,002686;0,0011596;0,046875;0;0,01562;0;100;25;1,611046553;0;0;24,92836761;16,5;0;93,08337402;0;26,27095222;1003,900024;26,39999962;0;1,460364819;0,539936066;462,5155945;100;0;0
2021-09-07 04:25 +08:00;20;57,96333313;58,78333282;26,84700012;138,0266724;2,866666555;526,0999756;2;0,002929;0,0011597;0,045898;0;0,01563;0;100;25;1,611046553;0;0;24,92836761;16,5;0;93,08337402;0;26,27095222;1003,900024;26,39999962;0,016343879;239,2409363;0,256731212;462,7123718;100;0;0
2021-09-07 04:30 +08:00;20;59,12333298;58,62400055;26,84933281;136,0899963;3,133333445;529,666687;1;0,00293;0,0011597;0,046875;0;0,0166;0;100;25;1,611046553;0;0;24,92836761;16,5;0;93,08337402;0;26,38523293;1003,900024;26,39999962;0;119,5010452;0,209999993;462,6960449;100;0;0
